e1,e2,e3,e4,e5,e6,e7,e8
488.3,193.2,180.8,189.2,488.9,283.6,119,116.1
129,128.1,211.7,172.7,222.2,222.9,135.7,170
806.1,243.2,76.7,127.2,196.6,74.6,152.7,173.7
100,60,136.2,81.3,83.8,77.9,257.2,570
1067,52.9,65.6,82.3,72.5,67,80.9,141.1
585.3,194.2,62.9,80.1,96.2,74.9,93.9,124.9
431.4,327.9,800.7,931,876,594.2,609.3,483.3
100.5,155.4,135.8,70.7,178.7,605.2,235.7,269.2
139.8,191.7,230.5,302.8,301.8,214.9,274.5,205.5
136.2,95.5,147.9,265,198.3,304.2,158.6,181
172.7,531.7,729.2,743,540,420.5,561.7,168.4
724.7,575.2,1007.6,646.4,521.7,1396,1591.5,1169.9
488.4,109.5,117.5,219.4,150.8,248,516.5,631.7
454.7,143.2,149.7,142.6,154.9,140.9,168.2,1019.9
630.1,368.9,204.2,284.1,176.7,185.8,144.5,116.7
191.6,361.7,98.6,132.2,145.2,94.6,90.4,627.1
124.4,106.1,147,337.3,417.6,622.8,625.7,741.8
82.3,162.9,108.7,242.9,84.4,68.2,499.1,1117
253.1,159.2,151.2,147.2,518.9,975.6,565.1,317.1
275.9,205.8,111,135.3,150.2,95.3,91.1,118
350.6,279,81.6,147.6,154.9,136.5,136.5,153.1
156.4,168.3,123.1,462.9,214.5,148.1,101.3,186.9
142.1,223.6,131,111.7,132.1,117.4,135.3,1112.4
243.5,277.4,200.5,175.2,153.4,73.3,52,281.3
10569.2,207.5,277.4,607.9,643.3,789.4,176.5,207.7
153.5,128.4,110.9,120.7,159.4,150.3,207.5,177.4
243,152.4,137.4,176.3,141.5,143.7,144.7,151
123.3,74.6,71.6,72.1,68.3,67,147.8,348.9
371.7,72,88.6,57.6,157.7,645.8,493.5,502.3
10291.6,678.2,393,337.9,137.8,143.4,152.6,374.8
178.7,477.3,331.8,132.5,162.8,165.8,342.4,739.7
404.4,168.9,124.9,193.9,113.6,144.1,165.4,144.6
255.8,70.4,72.9,69.4,64.3,72.3,101.6,147.4
129.7,163.4,99.3,88,95.9,102.9,972.9,1247.4
190.8,127.6,147.4,178.4,221.1,233.2,174.6,291.7
364,190,996.1,1524.5,1038.5,210.2,133.6,122.7
634.2,685.3,771.3,772.1,627.1,595.1,721.9,635.2
119.4,95,98.7,133.1,102.6,65.9,62.6,81.1
57.2,58.1,52.6,68.8,81.8,93.1,104.6,832.5
102.6,75.3,409.5,370.8,120,186.1,106.4,360.9
239.9,299.1,387.6,224.2,201.7,254,251.1,1171.5
172.5,168.1,134.5,294.8,382.6,338.2,248.4,172.2
316.5,100.5,112,83.4,99.2,284.7,386.4,476.3
253.6,499,457.8,521.8,652.2,641.7,533.5,763.1
186.4,452,163.5,130.4,223.1,174.7,192.1,172.3
446.9,493.5,175.6,338.2,326.4,297.5,139.2,137.8
676,575.2,246.3,197.8,227,197.5,222.9,265.8
229.5,83.3,103.7,136.7,115.3,120.9,424.4,679
330.8,271.1,344.4,297,402,484.9,371.3,358.5
268.6,503.6,494.2,260.1,247.3,173.1,439.8,718.2
126.4,261.3,370.9,179.2,349.5,298,305,370.9
565.3,447.3,546.5,184.7,787.7,812.6,630.9,521.5
10568.4,1053.2,491.3,224.2,279.6,244.4,167.9,608.4
179.8,264.2,109,265.4,131.4,159.8,258.2,204.3
605,724.1,289.5,73.7,84.3,85.3,220.1,391.8
800.5,535.9,339.5,388.8,496.8,497.5,431.2,480.7
690.5,501.4,91.9,89.6,74.9,157.8,243.5,234.1
282.5,276.3,238.6,856.1,813.4,975.3,1374.9,963.9
414.7,614.3,492.2,193.2,192.3,358.7,162.1,154.7
850.1,172.3,213.9,327.8,281.5,285.2,185.3,192.4
797.4,59.6,60.7,63.1,87.2,89.3,125.4,140.8
1145.5,89.8,117,269.3,375.1,263.9,391.6,314
197.8,175.1,196.1,198.6,253,508.1,723.7,996.2
48,63.1,76.1,63.4,163.7,201.3,173.5,143.9
479.2,699,289.2,515.7,438,656,908.4,505.2
609.1,566.6,442.3,552.8,599.9,309.7,353.9,259
203,345.2,301.9,295.8,238.8,188.5,158.1,643.7
229.9,258.4,319.1,590.8,551,185.5,190.6,212.5
432.9,164.5,180.7,181.6,188.3,222.9,250.7,197
497.5,190.4,232.7,256,202.7,337.2,409.3,521.5
318.1,51.5,93.5,72.7,116,177.7,369.2,394
91.8,98.8,87.8,145.2,116.4,178.4,463.7,1257.9
522.3,138.7,124.3,298.3,239,230.4,249.3,251.8
212.5,73.6,107.1,81.9,80,111.7,191,466.1
236.7,196.3,196.7,198.7,219.1,635.9,516.9,366.1
390.2,360.3,402.7,362.7,321.1,341.3,479.6,424.3
67.8,78.7,454.2,330.8,304.7,206.1,238.9,383.5
962.4,72.1,86.7,190.4,197.4,188.9,200.3,470.8
542.7,94.3,89.9,104.9,105.8,117.1,193.8,212.6
352.5,566.8,124.8,118.8,115.5,149.4,153.3,196.7
10289.6,622.4,164.6,211.2,183.7,279.2,275,365.2
567.5,46.8,50.7,64,55.3,65.2,67.1,108.6
113.7,106.9,204.5,130.2,146.7,319.9,1006.9,320.6
714.4,664.9,296.4,245,424.5,165.9,335.7,774
592.5,518.7,159.9,86.5,89,108.4,177.9,236.6
394.8,357.8,361.5,229.2,252,352.9,1215.4,849.8
449.6,448.3,291.4,298.9,334.2,284,308.9,325.7
656.3,1023.8,264.2,213.1,405.6,471.2,409.4,413.7
742.9,485.8,823.9,340.6,632.9,931,1255.6,1315.9
664.5,535.7,546.1,425.6,563.1,827.7,1506.6,697.9
518.2,362.8,506.3,292.6,227,504.4,804.3,884.9
936.7,169.2,146.2,166.2,270.1,143.5,227.5,365.6
647.3,125.9,122.7,129.1,192,159.6,184.2,202.8
239.1,141.2,568.3,177.9,67.5,58.2,189.5,1340.1
235.4,114.2,109.7,104.7,176.4,103.4,157.8,212.9
398.8,194.8,194.2,216,230.6,185.7,186.1,185.5
822.6,499.3,242.1,244.2,246.1,207.3,195.1,180.6
864.4,247.1,62.9,68.1,89.4,73.3,80.1,128.9
378.8,115.4,165.6,205.5,182.9,410.1,285.7,216.3
517.2,643.9,314.1,257.2,244.4,312.1,680.4,581.6
349,529.1,509.9,202.8,442.3,500,910.9,777
131.9,116.2,109.5,326.9,195.7,150.2,161.3,146.6
45.2,31.7,37.2,43.7,73.9,425.8,625.4,793.7
48.5,46.4,53.1,60.5,60.9,63,110.4,1119
135.3,99.7,110.9,73.6,68.3,46.3,106.4,604
172.4,52.4,59.3,53.8,58.6,88.6,107.1,85.8
596.6,470.7,111.7,158.4,159.8,158.7,553.9,927
652.3,530.6,258.9,341,665.2,682.1,659.3,1018
225.7,433.1,460.9,413,515.3,572.8,1083,660.2
74.9,95.1,112.9,105.9,152.6,311,254.1,218.6
52.6,43.2,46,49,52,88.9,93.4,164
497.4,352.8,98.8,114.5,121.1,118.5,218.9,239.6
231,265.7,279.6,192.4,199.7,173,586.5,525.8
770.4,315.5,338.1,1002.4,887.7,897.9,932.1,909.7
909.5,125.5,119.3,147.6,154.3,196.8,215,266.2
200.5,457.1,75.6,164.8,78.5,50.8,51.9,70
385.1,706.8,309,209.9,100.8,140.3,132.9,131.2
390.9,374.2,94.9,83.3,88.5,114.3,162.7,910.3
49.1,40.1,39.9,58.8,56.3,116.3,308.9,609.1
474.4,170.9,606,527,107.7,77,76.9,101.5
93.8,59.3,64.9,66.9,74.1,70.2,60,123.1
116.5,71.6,89.6,99.1,96.4,109.4,200.8,308.9
297.5,294.8,207.9,56.8,61.2,95.1,411.3,848.5
193.2,897.2,363.6,192.5,245.5,148,129.3,417
879.7,66.5,56.1,84.6,74.9,61.6,190.3,201.2
807.7,417.9,50.6,53.3,65.3,56.6,71.2,85.5
230,593.5,348.5,482.7,231.8,745.3,1298.1,1546.7
245.4,1055.2,401.1,170.3,254.2,225.1,188.2,186.9
699.4,906.3,135.4,130.1,120.8,255.9,277,333.3
223.1,609.7,142.1,155.1,174.6,267,229.6,396.4
10681.7,763.1,83.2,78.9,88.7,61.8,75.2,130.2
456.4,101.3,124.8,109.4,257.5,334.8,202.2,169.4
582.5,202.5,195.1,268.4,283.6,401.6,419.3,451.8
523.1,169.6,211.6,196.9,170,240.3,224.9,210.6
147.9,354,149.9,117.2,90.1,948.6,911.4,1063
90.2,414.1,600.5,58.6,58.2,45.6,102.2,173.9
336.1,165.6,195.6,167.6,165.6,146.2,205.7,344.1
207.1,83.9,95.1,91.5,85.5,94.8,123.9,475.6
209.7,339.9,160.3,182.8,125.3,260.4,1324.3,567.2
60.3,44.1,47.6,59.7,73.8,462.8,596.6,970.3
412.9,562.7,55.2,52.6,57.2,54.9,72,89.8
10491.9,698.3,76,111.5,57.3,52.8,543.9,248
72.5,124.7,78.5,119.4,130.3,125.1,90.4,175
99.1,89,280.3,77.2,92.3,105,97.2,119.4
184,157.9,155.3,261.7,287.3,208.7,128.9,417.1
302.7,313.5,334.6,392.1,580.4,572,711.5,677.5
194.9,235.6,241.5,186.3,141.8,710.7,912.2,1100.9
99.1,236,10109.2,647.5,228.7,369.8,300.2,165.8
86.5,82.4,79.4,256.2,108.6,87.3,128.5,139.4
319.5,448,99.5,101.8,132.5,146.9,196.2,136.8
10161.8,10643.5,107.5,138.8,67.9,74.6,85.5,95
199.9,213.3,10593.1,10703.2,208.5,280.9,204,169.9
589.8,509.8,678.1,795.8,1305.3,714.8,865.3,1063.8
680.8,434.5,560,417,366.6,440.1,454.8,625.2
367.2,361.4,435.7,456.4,453.3,256.9,371.9,392
10637.9,395.2,333,76.1,76.3,66.4,70.4,89.9
328.4,262.3,195.6,215.8,246.5,629.9,852.4,703.1
432.9,728.2,252.1,166.7,160.5,654.3,862.2,1386.3
49.8,65.6,74.4,47.7,61.3,514.3,466.4,86.6
294,472.5,157.6,125.3,130.4,818.2,855.5,713.4
324.1,530.9,294.6,159.6,145.3,282.4,406.1,1127.2
124.7,198.1,258.2,417,692,716.1,804.3,692.7
179.5,572.6,143.7,175.2,181.2,508.9,533.4,628.1
220.1,413.6,244.3,165.9,163.1,311.4,605.4,1661.3
232.1,113.5,106.9,93,92.2,788.6,702.2,639.5
50,70.1,208.3,171.9,76.7,46.3,48.6,79.9
101.5,76.7,80.6,235.9,121.7,96.5,122.4,821.9
141.3,194.8,244.2,183.2,96.2,199.1,167.2,707.9
133.1,310.9,80.4,146,106.3,93.2,116.8,535.3
221.3,649.7,168.6,83.4,103,116.6,1123.8,791.3
387.2,232.5,58.3,66,71.8,76.9,899.4,774.6
169.9,958.7,141.6,236.9,242.2,326.5,756.2,892.6
456.6,430.7,325.3,79.8,80.1,86.3,86.1,119.2
267.6,155.6,148.6,184.7,230.2,697.8,1135.9,1535.6
198,189.2,79.1,88.2,86.8,88.7,143.2,481.3
385,169,61.2,60.3,37.8,49.4,63.3,227.4
172.5,185.7,264.9,174.2,198.6,201.1,271.3,250.3
66.1,244.1,280,105.5,107.2,114,692.7,576.4
10115.5,502.4,113.6,137.9,206.4,202.1,182.1,202
317.5,604.5,596.3,88.4,63.9,131.4,163.7,134.2
121.3,358.5,385.5,108,114.6,93.4,132.8,401.4
499.4,234.3,276.7,158.3,51,74.2,90.4,83.2
10594,507.1,83.3,91.5,114.8,130.3,409.9,735.1
454.6,409,144.1,169.2,75.2,624.4,1343.5,532.5
62.3,121.6,61.9,92.4,102.3,84.8,88.7,803.5
31.6,23.6,26.2,26.9,25.5,25.6,69.6,939.5
96.3,87.9,56.5,50.3,61.5,82.8,158.2,447
131.6,213,206.3,708.8,946.2,879.2,202.6,323.8
93.5,144.5,129.4,132.6,211.1,586.1,368.6,646.9
691.5,152.9,105.1,98.4,86.1,661.9,1464.4,1270
642.7,200.8,200.1,242.1,163.1,330.1,879.6,969.5
413.2,369.2,207.6,113.3,77.3,100,621.2,882.2
408,61.2,111.1,51.8,56.8,671.8,591.7,288
128.6,41.2,41.7,32.6,45.4,902.2,383,190.1
198.3,121,138.7,74,80.2,92.5,222.4,364.1
171.5,243.5,149.5,392.4,806.8,1186.3,1162.4,355.4
197.7,355.3,286.8,208.6,118.7,125.1,119.9,134.3
233.3,208.9,123.7,115,118.2,112.6,699.5,880.7
242.8,271.8,281.2,281.6,271,716.7,929.9,1081.5
306.1,138.5,144.8,136.9,82.2,86.1,600.5,639.6
249.2,43.7,72,48.3,48.3,76.1,485,464.1
93,105.3,345.3,224.1,97,85.2,104.9,113
151.9,67.3,77.1,70.8,81.4,77.1,383,1058.5
209.3,100.3,108.5,104,113.1,171.8,850,1242.4
182.8,244,206.5,178.8,162,162.3,149.1,159.8
71.2,61.5,205.5,58.5,58.6,55.9,43.4,101.5
428.2,155,358.1,171.8,129.4,166.8,767.6,924.1
107.5,539.7,733.4,446.9,426.1,792.3,952.8,1002.9
288.7,188.9,302,47.1,89.7,68.8,132.2,142.5
257.1,567.7,621.7,536.9,637.6,783.4,916.6,1034.3
72.8,369.3,170.2,31.6,27.8,32.7,35.2,52.1
268.7,182,191.8,259.8,294.2,1180.3,605.7,504.4
269.9,158.9,230.7,242.3,396.4,544.1,597,797.1
753.7,189,203.9,470.4,660.6,1159.1,1177.1,469.3
264.4,197.7,88.5,79.3,80.1,366.1,1203.7,251.9
390.4,494,711,718.4,856.6,722.2,1361.8,1121.4
49.5,25.1,29.1,31.3,30.7,35,44.2,844.5
75.8,76.1,65.9,68.8,72.4,73.8,63,470.2
366.5,388.7,69,69.5,81.7,97.2,105.6,151.5
223.5,170.6,157.3,620.5,621.1,1430.6,1385.6,830.3
210.9,67.6,61.4,58,68.8,106.8,105.3,701.2
154.7,154.1,143.1,117.6,530,614.7,713.4,509.9
123.4,124.7,130.3,415.3,822.1,274.1,312.8,223.5
504.7,387.7,72.3,74,70.2,67.2,119.3,527.5
104.7,152.8,172.5,81.4,82.4,84.9,84.4,108.1
263.1,336,263.6,75.5,113.2,110.4,154,157.8
213.4,84.6,361.6,92.7,83.2,73.9,119.8,561.9
131,311.6,271.5,141.1,152.3,69.5,516.4,673.9
456.8,330.2,355.1,113.6,1102.9,318.2,238,150.6
227.8,239.1,313.9,307.2,278.9,622.7,897.3,681.2
173.7,171.9,164.7,181.3,389.4,1097.9,1116.2,553.5
494.2,191,97.1,144.5,795,774.5,370,733.2
195.3,144.9,222.3,83.6,77.3,86.2,86.9,94.2
124.5,188.2,98.6,33.7,30.6,45.4,518.9,715.9
435.7,670.9,52.5,55.4,45.3,276.1,500.6,892
83.8,188.6,156,58.6,43.6,56.9,70.4,108.2
194.8,167.4,153.6,124.5,82.1,72.7,73,719.9
54.3,47.4,45.9,50.9,77.9,927.4,71.1,76.7
10255.9,767.2,293.4,159.3,121.1,181.3,206,451.9
169.8,159.9,114.6,669.2,1235.7,269,372.8,598.6
174.3,56.1,146,105.2,163.2,386.9,433.1,571.4
374.3,163,122.1,160.2,280.4,448.1,694.2,1593
431.5,82.3,76.9,66,64.1,85,330.3,842
263.7,167.2,162.9,176.2,164.3,204.7,498.9,757.2
42.9,51.5,45.7,39.5,53.7,89.7,1224.5,257.3
156.7,125.5,155.6,114.7,105.1,114.2,59.8,73.3
185.8,109.5,52.1,65.6,54.7,63.9,327.6,1298.5
441.7,202.7,120.7,64.4,58.9,67.4,385.9,1141.8
462.8,729.5,521.4,162.9,299.3,249.2,359.3,327
89.6,138.7,48.1,57.1,61.5,79.3,633.9,554.4
454.6,141.1,96.1,89.8,98.1,154.8,596.6,1318.7
312,455.4,559.8,167,204.7,340,733.5,821.1
306,207.6,86.3,65.5,180.4,80,92,95.4
272,298.5,261.3,143.4,116.5,91.2,110.1,138
358.1,92.5,253.3,90.7,92.3,109.3,119.8,125.9
125.5,86.3,182,262.9,243.7,673,497.6,507.3
145.2,393,235.8,252,218.2,204.4,337.4,336.6
317.3,302.5,43.8,66.4,50.8,69.2,430.4,625.9
240.2,98.1,105.1,118.3,110.6,201.4,531.5,625.6
157.1,389.8,315,107.3,73.5,81.8,83.2,91
159.1,182.8,114.5,89.3,110.5,165.6,155.4,169.2
35.5,29.4,40.5,32.7,37.9,756.6,570.7,840.7
385.2,447.3,342.7,70.9,68.2,67.1,1176.6,1393.7
278.9,166,169.8,173.8,164.1,212.4,451.1,547.4
293.1,147.4,132,182.6,210.8,851.2,882.1,641.4
65.8,65.8,105.3,71,71.6,58.1,518.2,711.3
393.4,238.2,127.2,66.8,75.2,104.9,1204,1162.5
429,524.7,76.6,67,67.5,85.8,955.7,1725.8
318.5,276.8,264.4,211.8,169.9,137,118.5,280.1
434.3,365.5,281.6,204.1,84.9,77,89,236.3
249.2,186.9,226.7,162.5,101.2,62.2,171.2,848.9
270.8,318.1,347.5,323.3,76.8,75.1,79.9,98.2
483.2,636.3,475.5,517.3,689.5,747.4,784.8,740
66.9,39.7,39.9,40.6,57.9,1177.1,711.2,59.3
10307.9,119.4,594,177.6,243.5,338.9,154.1,166.5
523.1,511.9,221.2,198.3,201.8,207.5,1007.2,636.2
100,298.7,56.2,57,90.6,89.5,158.8,720.6
316.9,86.5,87.5,89.5,87.6,526.7,1349.9,345.9
314.8,91.7,71.8,63.1,71.1,94.7,1015.7,364.6
55.3,54.4,72.5,111.4,130.1,148,283.5,463.5
579.2,538,340,181.5,156.6,279,614.5,1199.8
551.8,30.2,78.8,45.5,46.5,47.6,54,1043.8
342.7,369.5,279.7,71.2,77.8,83.6,87.3,191.1
248.8,237.7,261.1,552.7,854.4,1148.4,875.9,739.6
366.9,725,136.7,126.6,142.8,176.2,187.9,197.1
123.5,107.1,112.3,64.8,56.3,69.1,98.1,297.7
170.3,48.2,49,46.6,35.2,43.8,600.6,517.5
228.3,74.3,80,64.4,85.1,1481.9,639.3,144.1
295.5,331.1,242.6,64.1,55.5,84.5,391.4,774.9
288.9,212.5,143.5,32.2,29,41.7,31.2,51.9
344.9,212.2,122.9,79.3,85.6,91.8,87.1,318.9
159.7,254.5,349.7,83.8,46.1,47.7,85.3,113.4
238.2,152.4,236.7,141.8,120.8,156.9,335.7,621.7
73.8,134.6,60.2,147.5,408,292.8,226.3,203.5
393.1,387.7,97.2,130.5,81.2,67,79.7,975.1
525.6,1025.8,10797.5,136.9,167.3,195.4,170.5,237.6
73.1,246.2,67.4,24.7,31,36,36.7,49
356.6,130.8,27.8,29.3,33.5,24.9,25.3,57.4
746.2,403.8,296.8,80.3,99.6,109.8,116.8,741.7
354.1,143.4,489.5,273.4,391.2,636.8,474.2,660
181.6,84.2,85.8,126.2,149,140.4,199.8,103.5
234.4,177.6,212,217.7,204,271,207.9,219.7
153.8,293.5,87.7,78.9,80.2,71.1,92.6,138.9
349.7,612.8,564.3,584.6,138.7,135.8,121.7,129.8
196.9,222.8,390.3,58.4,57.4,72.8,82.7,342.3
352.7,95.3,361.3,170.9,88.5,248.8,119,258.3
307.2,135.3,61,67.5,47.4,80,117,122.1
220.3,254.7,212.3,208.1,194.5,186.3,180.3,182.1
332.7,417,556.7,292.6,224.4,263.7,339.1,455.7
85.3,71,69,79.4,68,77.5,91.7,265.9
270.8,159.2,105.7,87.7,99.1,665.9,984.7,1121
360.5,178.8,97.5,101,116.5,127.5,179.5,228.1
10870.1,322.1,536.7,159.1,175,141.5,173.1,598.4
307.2,167.4,215.6,52.9,52.8,47,48.7,87.5
756.4,482.9,445.3,428.8,555.3,1040.9,1159,808.5
498.2,550,344.3,135.7,181.1,120.4,177,252.1
321.2,310.1,230.8,74.9,52.5,47.8,74.1,136.1
235.9,707.2,657.4,140.9,131,126.2,221.7,314.6
504.7,375,135.8,143.5,143.3,247.8,341.1,513
346.9,379.5,458.9,358.9,150.4,160.9,180.3,184.6
405.4,93.6,95.3,93.4,87.2,93.7,109.5,640.2
140.6,88.5,94.6,84.8,87.9,168.3,438.9,205.2
401.8,95.5,79.8,88,79,86.3,87.9,77.6
137.6,165.5,147,144.8,179.4,299.6,314.6,309.4
145.3,149.5,166.4,121.1,113.6,103.8,101.7,106.2
536.9,90.5,81.4,95.6,79.1,112.1,123,1396.9
118.2,60.7,66.8,61.7,75.1,1394.8,1027.3,867.9
372.6,433.9,93.7,92.1,90.6,88.7,122.9,664.5
281.8,85.4,86.8,89.2,94.4,104.9,80.2,857.3
181.2,293.4,229.1,157.8,156.5,180.4,569.3,838.9
133.4,58.2,60.8,65.2,145,243.7,923,1283.1
412.4,386.7,59.5,68.6,58.3,1009.4,1888.9,1718.4
565.6,629.1,93.1,92.3,117.9,184.2,98.5,115.4
46.4,38.9,101.6,39.4,35.8,45.1,90.7,138.6
78.3,207.2,156.6,38.6,40.6,47.8,49.3,246.7
197.1,94.9,568.2,289.5,177.6,148.1,177.2,253.4
184.2,70.7,63.1,46.7,46.3,49,1157.2,669.2
174.9,501,463,291.6,318.7,288.7,437,460.7
286.8,574,388,223.6,155.7,160.7,175.3,236
93,130.2,176.8,139.8,103.4,103.4,97.9,121.4
82.1,34.2,122.3,31.7,38.2,40.6,48,745
58.8,60.2,57.7,46.1,57.2,122.2,213.3,338.1
96.9,163.4,62.3,51.2,36.4,71.1,166.4,192.6
448.3,298.4,318.7,338.9,289.1,274.4,220.2,263.4
108.9,396.1,138.3,39.5,43.5,43.3,63.6,938.5
788.3,883.9,117.6,115.7,144.7,118.5,144.4,882.1
327.3,270.1,243.1,200.2,183,180,182.4,189.7
531.8,624.7,268.2,260.3,204,207.9,240.9,362.5
729.4,275.2,77,89.4,138.2,126.6,131,129
360.5,107.1,126.5,104.6,97.3,492.3,506.5,847.8
116.6,402.3,504.8,105.6,101.9,465,567.8,564.9
79.9,84.3,99.9,90.2,72.5,119.9,148.5,155.2
340.3,270.6,132.4,84.4,66.2,62.4,56.9,108.4
209.8,57.1,61.5,41.3,54.5,112.4,315.4,419.2
311.4,181.6,96.1,77.9,87.8,90.9,93.3,102.1
137,122.8,407.1,276.1,73.1,63.8,78.2,485.8
228.4,153.7,59.5,51.6,297.2,304.1,686.6,823.9
317.1,408.9,479.7,112.6,94.1,80.9,80.1,145.4
184.6,178,70.2,89.9,63.7,92.5,101.4,103.8
486.2,201.7,157.2,108.4,104.9,110.8,138.5,176.3
417.9,382.9,441.8,126.1,118.7,105.8,98.9,114.5
393.4,261.1,104.4,102.8,93.3,171.6,731.3,1284.8
211.9,322.2,70.7,58.1,469.4,294.8,461.8,784.6
305.4,207,67.9,67.1,56.2,75.3,102.7,599
33.8,117.3,32.6,28.5,25.8,26.7,73.4,608
509.4,398.9,203.2,137.4,113.9,161.2,374.8,728.4
374.9,511.2,425.1,242.7,90.2,132.1,245.5,834.7
196.2,221.6,794.2,285.2,350,375.5,386.1,373.2
204.5,637.9,514,43.9,57.2,64.4,58.9,90
10536.2,532.5,74.8,49.5,35.5,29.8,62.8,302.7
211.8,320.8,479.3,406.6,437.6,573.1,850.3,851.5
79.2,71.2,110.8,106.4,93.8,93.8,162.3,323.2
10339.1,35.5,41.8,45.4,43.3,59.2,77.1,311.3
960.5,439.3,187.6,87.8,446.6,588.7,133.7,166.9
580.8,173.6,87.8,88.6,169.3,158.8,155.9,294.7
81.5,66.2,88.6,115.7,78.9,145.4,131,140
228.4,89.2,110,127.5,131.6,188.4,224.9,166.7
245.4,109.2,129.3,134.5,155.1,178.4,340.3,330.4
255.6,185.4,92,96,101.9,104.9,83,77.5
357.7,312.4,380.1,327.6,441.2,543.3,568.1,400.1
51.6,48,937.5,426.9,415.8,731.1,510.6,682
336.3,828.4,51.1,61.7,199.3,84.1,675.4,618.5
10599.9,13,12.5,11.6,23.7,32.1,36.9,60.9
375.1,905.3,572,116.6,198.1,418.7,458.9,1093.4
10253.3,10445.9,323.5,105.1,77.6,98.2,92.2,115.1
10099.3,10376,10407.9,286.3,253.4,340.2,281.9,202.7
10526.2,330.8,259.8,227.7,192,125.5,174.7,198.4
10060.8,10436.9,61.3,75.8,130.8,202.9,90.2,79.2
10517.6,10600.2,136.7,159.1,285,1003.8,608.2,192.1
263.2,135.9,77.3,70.2,277.9,73,75.5,70.5
545.4,640.6,269.3,254.3,295.5,374.9,562.9,635.7
231.7,184.9,153.5,136.4,321.3,141,145,138.5
10225.8,290.7,261.6,124.3,72.6,80.2,69.3,56.4
158.3,369.2,697.7,89.9,51.8,59.6,81.4,83.2
399.2,381.3,124.1,116.1,133.2,144.2,562.3,717.7
324.6,222.1,207.5,57.6,57.6,51.9,54.2,49.1
266,460.2,10674.1,184.6,173.3,185.6,201.6,163.1
320.1,497.8,725.8,395,85.4,101.6,110.4,87.6
10301.2,270.8,10168,57.3,129.5,77.8,85.2,87.1
723.6,10837,61.1,56.9,56.7,38.1,53.3,407.6
10690.3,83.3,83.2,83.6,98,483.3,563.3,707.9
293.6,306.4,273.8,138.3,77.5,72.7,63.6,72.3
10368.4,150.2,178.2,172.3,155.7,367.5,343.7,364.8
236.8,59.7,72.2,74,65,57.7,76.1,165.6
50.8,56.1,61.1,75.5,101.8,90.7,72.7,516.7
315.6,272.3,49.8,65.5,62.8,86.8,61.7,73.5
411.4,10364.4,926.8,610.1,92.8,65.2,110.2,83.7
10068.1,288.1,135.6,532.2,337,56.3,60.2,67.7
10812.9,637.5,392.6,360.7,149.4,130.4,138.6,139.3
756.7,828.7,210.6,114.4,167.9,110.7,793.4,879.8
300.3,356.3,391.8,300.6,139.9,70.8,67.4,79.6
570.4,490.9,270,258.7,88.2,78.3,84.6,208.8
478.1,102.9,276.6,333.1,137,123.8,124.2,122.1
516.7,193.4,399.5,457.5,43.7,45.4,56.7,53.3
10208.9,599.5,225.2,426.8,320.5,99.9,106.7,105
108,602.1,114.7,70.9,604.7,127,60.6,70.1
10393.2,30.8,42.5,37.1,45.4,50.7,81.3,81.9
211.6,39.6,38.1,33,45.4,64,155.7,462
533.3,160.7,390,136.7,115,125.2,113.9,116.5
617.4,125.6,106,291.6,86.4,91.8,89,87.8
816.4,480.3,94.9,130.6,144.8,212.8,201.1,211.5
798.8,693.2,712.3,833.2,915,677,710.2,708.4
785.7,59.4,56.7,395.5,105.4,98.3,87.6,78.1
62.6,76.5,71.1,64.7,100.7,1243.8,1141.6,946.1
611.7,51,73.4,92.9,86.2,113.2,146.6,180.3
471.6,10580.3,579.7,98.8,122.6,108.5,121.3,171.2
184.9,180.7,591.9,633.7,807.1,736,677.8,610.5
804,272.3,127.1,126.1,506.1,160.6,138.1,182.6
617.6,119.5,178.9,139.1,712.4,149.6,152,215.5
496.6,10703.6,991.3,91.2,135.2,142.1,105.8,264.9
282.3,542.2,329.7,172.9,140.4,171.3,215.2,269.6
10326.5,368.3,154,65.7,66.8,61.4,61.9,65.8
397.1,386.4,166.5,510.1,95.6,71.7,60.8,66.7
254.2,184.1,272,453.3,108,106,107.8,95.4
10344.6,454.6,30.3,22.9,39.2,60.5,504.7,828.3
167.7,221.3,250.1,364.7,618.3,364.1,184.8,400.2
104.2,98.2,122.7,113.6,172.2,501.8,468.9,317.4
10606.3,159,227,128.2,149.2,134.8,118.7,129.2
550.2,99.1,115.3,192.3,185.6,135.5,135.8,148.9
104.6,45.2,331.3,70.2,77.2,71.6,85,88.1
126.3,172.6,216.6,370,350.6,812.9,826.4,776.8
844.8,141.5,129.9,144.3,136.9,142.1,208,156.2
917.6,218.8,83,88.2,69,84.4,105.2,111.7
501.3,74.1,131,131.2,132.9,106.9,113,141.6
10057.7,65,69.1,64.6,78.7,92.1,490.5,344.5
400.2,93.7,116.2,123.9,153.1,188.4,244.2,335.4
173.5,55,60.4,72,95.4,119,688.2,793.2
328.6,76.1,64.8,80.2,76.5,111.4,107.9,64.7
465,74.5,70,56.9,66.7,102.8,158.4,144.2
716,78.6,82.2,102.5,67.1,178.3,83.2,88
10815.3,253.5,359.9,142.7,162.1,131.6,134.6,249.9
791.1,505.9,112.3,85.7,135.6,196.1,241.1,347.8
716.2,137.6,574.6,448.8,190,99.3,104.9,97.1
799.4,93.4,50.5,80,78.5,83.6,380.2,153
