file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
4HZ823KRH_mono,15.6937,16.5717,phrase,-53.3679365678267,,,11.834461168088408
4HZ823KRH_mono,17.1688,20.1893,phrase,-52.15572614859271,,,11.441212387640988
4HZ823KRH_mono,21.6293,23.5786,phrase,-53.010812299679486,,,20.33316594885632
4HZ823KRH_mono,24.1581,26.7396,phrase,-51.62437166908915,,,18.56137331851129
4HZ823KRH_mono,27.5826,28.4782,phrase,-57.54595269097222,,,15.280755484307813
4HZ823KRH_mono,28.8254,29.7561,phrase,-51.76808740759409,,,18.28502590656987
4HZ823KRH_mono,30.0245,31.6225,phrase,-49.72220458984375,,,12.496230199617816
4HZ823KRH_mono,32.5357,33.8177,phrase,-52.841915130615234,,,14.355394719785789
4HZ823KRH_mono,34.1513,35.1699,phrase,-55.016793045343135,,,9.675588802035005
4HZ823KRH_mono,35.1699,38.1553,phrase,-51.03391839987458,,,14.163097339235168
4HZ823KRH_mono,38.7524,40.5963,phrase,-53.26753035835598,,,17.18289083878334
4HZ823KRH_mono,41.4217,43.7046,phrase,-52.18806109512062,,,20.82381139715236
4HZ823KRH_mono,44.2314,45.3378,phrase,-52.99408343890766,,,16.90632347081132
4HZ823KRH_mono,46.083,48.2781,phrase,-50.20934836647727,,,17.1411350230634
4HZ823KRH_mono,48.5064,49.1211,phrase,-48.101082223360656,,,14.51448041387022
4HZ823KRH_mono,49.3845,51.246,phrase,-52.33080792170699,,,14.279413532153423
4HZ823KRH_mono,52.0187,53.0372,phrase,-56.416479970894606,,,16.149435652764453
4HZ823KRH_mono,53.3884,54.407,phrase,-50.7224791283701,,,14.149301135446908
4HZ823KRH_mono,54.9443,57.3853,phrase,-51.34033203125,,,14.516774682060607
4HZ823KRH_mono,58.878,59.598,phrase,-48.77739461263021,,,17.855491065566575
4HZ823KRH_mono,59.7736,60.4937,phrase,-49.70414903428819,,,14.98013641505647
4HZ823KRH_mono,60.5815,61.4244,phrase,-53.97316196986607,,,15.162572858998672
AIRFORCE1_mono,1.4436,2.2418,phrase,-48.662655639648435,,,11.584747155792282
AIRFORCE1_mono,2.3806,4.7665,phrase,-53.34370505360879,,,11.987094224116492
